ID,Reported_On,Additional_Reporting,Retrieve_from_1,Retrieve_from_2,Retrieve_from_3,Twitter_Reference,Direct_Post_1,Direct_Post_2,Direct_Post_3,Direct_Post_4,Title,Publication_Date,Entry_Date,Primary_Country,Secondary_Country,Primary_Language,Secondary_Language,Main_Narrative,Recoded_Main_Narrative,Recoded_Narrative_Coder,Narrative_Description,ChainMsg_or_Email,Motive,Motive_Description,Source,Source_Description,Distrib_Channel,Misinfo_Type,Key_Words,Summary,Coder,Notes
1,https://www.animalpolitico.com/elsabueso/falso-mensaje-alerta-cierre-comercios-veracruz/,,https://www.animalpolitico.com/elsabueso/falso-mensaje-alerta-cierre-comercios-veracruz/,,,0,,,,,Es falso el mensaje que alerta que comercios de Veracruz cerrarán por coronavirus,18-Mar-20,29-May-20,Mexico,,Spanish,,Emergency responses,,,"All shops in Veracruz, Mexico will close because of coronavirus",1,Fear,Spread fear of shortages and other disruptions,Individual actor,General public,WhatsApp,False reporting,"Coronavirus, Veracruz, shops, debt, stockpile, buy, close, Mariana Trinidad Viveros Aguirre","A Whatsapp message, attributed to local official Mariana Trinidad Viveros Aguirre, circulated in Mexico claiming that all shops and businesses in Veracruz would shut down because of coronavirus, also encouraging people to stock up on food and extinguish all debts.",Nicola,-
2,https://www.agenciaocote.com/bulo-el-uso-prolongado-de-la-mascarilla-produce-hipoxia/,,https://www.agenciaocote.com/bulo-el-uso-prolongado-de-la-mascarilla-produce-hipoxia/,,,0,,,,,El uso prolongado de la mascarilla produce hipoxia,5-May-20,30-May-20,Guatemala,,Spanish,,Other,,,Wearing face masks for too long can cause hypoxia,1,Fear,Spread fear of negative consequences from wearing face masks,Individual actor,General public,WhatsApp,False reporting,"Coronavirus, Guatemala, face mask, hypoxia, long, time, wear, warning",A Whatsapp message circulated in Guatemala falsely warning that wearing face masks for a prolonged period of time can lead to hypoxia (insufficient oxygen going to vital tissues).,Nicola,-
3,https://www.animalpolitico.com/elsabueso/cadena-de-whatsapp-cuidados-covid-19/,,https://www.animalpolitico.com/elsabueso/cadena-de-whatsapp-cuidados-covid-19/,,,0,,,,,"Esta cadena de WhatsApp difunde ""cuidados"" por COVID-19: qué sí es real y que no",19-Mar-20,30-May-20,Mexico,,Spanish,,Nature of the virus,,,False info about the likely trends in the epidemiological curve and on the R_0 parameter,1,Help,Provide info in a time of uncertainty,Individual actor,General public,WhatsApp,False reporting,"Coronavirus, Mexico, curve, 15 days, peak, R0, home, infect, distance",A Whatsapp message circulated in Mexico spreading out-of-context or misleading information on the likely trends in the epidemiological curve (the peak lasts 15 days) and on the meaning of the R_0 parameter,Nicola,-
4,https://efectococuyo.com/cocuyo-chequea/coronavirus-no-llegado-venezuela/,,https://efectococuyo.com/cocuyo-chequea/coronavirus-no-llegado-venezuela/,,,1,https://twitter.com/AmericoDeGrazia/status/1220354010600869888,https://twitter.com/AlbertoRodNews/status/1220355716101353474,,,Coronavirus no ha llegado a Venezuela como se afirma en redes sociales y cadena de WhatsApp,23-Jan-20,30-May-20,"Venezuela, Bolivarian Republic of",,Spanish,,COVID-19 status of individuals,,,"Venezuela had registered its first COVID-19 case by January 23, 2020",1,Fear,"Sprea fear of coronavirus outbreak in Venezuela, mistake","Individual actor, Political actor, Media","General public, exiled representative Americo De Grazia (@AmericoDeGrazia), media outlet AlbertoRodNews (@AlbertoRodNews)

","WhatsApp, Twitter",False reporting,"Coronavirus, Venezuela, first case, China, Americo De Garzia, Clínica Chilemex, pneumonia",A WhatsApp message circulated in Venezuela claiming that the first case in the country had been registered (on January 23). The story was also echoed by exiled representative Americo de Garzia and by media outlet AlbertoRodNews.,Nicola,-
5,https://chequeado.com/verificacionfb/no-no-se-confirmo-un-caso-de-coronavirus-en-santiago-del-estero/,,https://chequeado.com/verificacionfb/no-no-se-confirmo-un-caso-de-coronavirus-en-santiago-del-estero/,,,0,,,,,"No, no se confirmó un caso de Coronavirus en Santiago del Estero",27-Feb-20,31-May-20,Argentina,,Spanish,,COVID-19 status of individuals,,,Argentina registered the first case of coronavirus in the city of Santiago del Estero,0,Fear,Spread fear about the outbreak of the epidemics in Argentina,Individual actor,General public,Facebook,False reporting,"Coronavirus, Argentina, primer paciente, Santiago del Etere","A Facebook message circulated saying that the first Covid-19 patient was detected in Argentina, in the city of Santiago del Etere. However, it was denied by Health authorities.",Luca,-
6,https://chequeado.com/verificacionfb/es-falso-que-se-confirmo-un-caso-de-coronavirus-en-chaco/,,https://chequeado.com/verificacionfb/es-falso-que-se-confirmo-un-caso-de-coronavirus-en-chaco/,,,0,,,,,Es falso que se confirmó un caso de Coronavirus en Chaco,27-Feb-20,31-May-20,Argentina,,Spanish,,COVID-19 status of individuals,,,Argentina registered the first case of coronavirus in the northern province Chaco,0,Fear,Effort to spread fear about the first case of coronavirus detected in Argentina,Individual actor,General public,Facebook,False reporting,"Coronavirus, Argentina, primer paciente, Chaco",A screenshot was posted on Facebook showing a text saying that the first case of Covid-19 was detected in the northern province of Chaco,Luca,-
7,https://chequeado.com/verificacionfb/es-falso-que-un-medico-argentino-descubrio-y-esta-aplicando-una-vacuna-contra-el-coronavirus-en-espana/,,https://chequeado.com/verificacionfb/es-falso-que-un-medico-argentino-descubrio-y-esta-aplicando-una-vacuna-contra-el-coronavirus-en-espana/,,,1,,,,,Es falso que un médico argentino descubrió y está aplicando una vacuna contra el coronavirus en España,27-Feb-20,31-May-20,Argentina,,Spanish,,False cures and preventative measures,,,"An Argentinian doctor has found the vaccine but he is not reported by the media since he participated in the autopsy of Alberto Nisman, saying he had been killed",1,False Hope,Effort to spread false hope saying that a doctor has found the vaccine,Individual actor,General public,"Facebook, WhatsApp, Twitter",False reporting,"Coronavirus, Argentina, vacuna","A photo of a doctor was spread saying he has found the vaccine against Covid-19. However, the guy in the photo is a famous Argentinian actor, and it is not true that the vaccine has been found",Luca,-
8,https://piaui.folha.uol.com.br/lupa/2020/04/08/verificamos-latam-coronavirus-vacunas/,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2020/01/corona-virus-atenuado.jpg,,,0,,,,,#Verificamos: Es falso que una patente prueba que las farmacéuticas esparcieron el nuevo coronavirus para vender vacunas,24-Jan-20,1-Jun-20,Brazil,,Portuguese,,Weaponization or design,,,Weak form of COVID-19 already existed and was spread around to sell the vaccine,0,Other,Spread fake claim about a plot behind coronavirus,Individual actor,General public,Facebook,Conspiracy,"Coronavirus, Brazil, vaccine, weak, virus, sell, patent",Claim was shared on Facebook about a weak form of COVID-19 having been patented in the past years in order to sell the vaccine.,Nicola,-
9,https://colombiacheck.com/chequeos/no-comerciante-de-el-hueco-no-esta-internado-en-hospital-de-medellin-con-sintomas-del,,http://archive.is/FwBgs,,,0,,,,,"No, comerciante de El Hueco no está internado en hospital de Medellín ‘con síntomas del coronavirus’",26-Jan-20,1-Jun-20,Colombia,,Spanish,,COVID-19 status of individuals,,,First case of coronavirus was detected in Colombia in late January,0,Fear,Spread fear of contagion in Colombia,Individual actor,Facebook page Purga Universitaria,Facebook,False reporting,"Coronavirus, Colombia, shop, owner, first, case, El Hueco, Medellin","Claim was shared that a shop-owner in El Hueco, Medellin (Colombia) had tested positive for coronavirus, representing the first case in the country.",Nicola,-
10,https://www.animalpolitico.com/elsabueso/es-falso-que-una-farmaceutica-haya-creado-el-coronavirus/,,https://www.animalpolitico.com/elsabueso/es-falso-que-una-farmaceutica-haya-creado-el-coronavirus/,,,0,,,,,Es falso que una farmacéutica haya creado el coronavirus,27-Jan-20,1-Jun-20,Ambiguous,,Spanish,,Weaponization or design,,,Picture shows the man who created the virus,0,Other,Spread a funny claim about the creator of the virus,Individual actor,General public,"Facebook, Twitter",Conspiracy,"Coronavirus, CNN, Auronplay, Abduz Kahn, Youtuber, creator, pharmaceutical, profit, Karmalah, laboratory","Picture circulated (really showing Spanish Youtuber AuronPlay) alongside the claim that it showed the creator of the novel coronavirus, who made it in a laboratory on behalf of a pharmaceutical firm eager to make profits out of it.",Nicola,-
11,https://chequeado.com/el-explicador/no-no-hay-pruebas-de-que-la-vitamina-c-y-el-agua-con-limon-prevengan-el-coronavirus/,,https://chequeado.com/el-explicador/no-no-hay-pruebas-de-que-la-vitamina-c-y-el-agua-con-limon-prevengan-el-coronavirus/,,,0,,,,,"No, no hay pruebas de que la vitamina C y el agua con limón prevengan el coronavirus",1-Jun-20,1-Jun-20,Ambiguous,,Spanish,,False cures and preventative measures,,,"An audio by Laila Ahmadi, an expert, saying that Vitamin C and water with lemon are good measures against the virus",1,Help,Spread a message with the intent to help friends on WhatsApp by telling them which are good measures against the virus,Individual actor,General public,WhatsApp,Fake remedy,"Coronavirus, vitamina C, limon","An audio message, allegedely by Laila Ahamadi, a scholar from China, circulated on WhatsApp in several countries saying that vitamin C and lemon are good measures against the virus. However, there is no evidence this is true",Luca,-
12,http://www.ecuadorchequea.com/coronavirus-ecuador-ministerio-caso-pandemia/,,http://www.ecuadorchequea.com/coronavirus-ecuador-ministerio-caso-pandemia/,,,0,,,,,#FALSETA Se confirmó caso de coronavirus en Ecuador,27-Jan-20,3-Jun-20,Ecuador,,Spanish,,COVID-19 status of individuals,,,First cases of coronavirus were detected in ecuador as of the end of January,1,Fear,Spread fear of contagion in Ecuador,Individual actor,"General public on WhatsApp, Facebook pages Ecotel Press and Mira La Plena","Facebook, Whatsapp",False reporting,"Coronavirus, Chinese, man, 49, three, positive, test, Ecuador, January",Fake claims spread on Facebook and WhatsApp in Ecuador that the first cases of coronavirus had been detected in the country asof the end of January,Nicola,-
13,https://piaui.folha.uol.com.br/lupa/2020/03/30/verificamos-latam-china-coronavirus/,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2020/01/coronav%C3%ADrus-china-milhoes-infectados.jpg,,,0,,,,,#Verificamos: Es falso que el coronavirus infectó a 2 800 000 y mató a 112 000 personas en China,27-Jan-20,3-Jun-20,Brazil,,Portuguese,,COVID-19 status of individuals,,,"China has 2,8 million cases and more than 100,000 deaths from coronavirus",0,Undermine target country institutions ,Question the truthfulness of Chinese data,Individual actor,Unavailable Facebook page,Facebook,Conspiracy,"Coronavirus, China, data, 2.8 million, 112,000, death, cases, Brazil","Fake claim circulated about China underreporting its actual 2.8 million cases and 112,000 deaths from coronavirus as of the end of January",Nicola,-
14,https://piaui.folha.uol.com.br/lupa/2020/04/08/verificamos-latam-tuit-coronavirus/,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2020/01/printconhecaciencia.png,,,0,,,,,#Verificamos: Es montaje el tuit de O Globo que dice que un paciente con coronavirus mordió a un médico,28-Jan-20,3-Jun-20,Brazil,,Portuguese,,Other,,,Covid patient bit a doctor on the jugular,0,Other,Spread weird story about coronavirus,Individual actor,General public,Facebook,False reporting,"Coronavrìirus, US, Brazil, bite, patient, doctor, jugular, O Globo",Fake screenshot of tweet by Brazilian newspaper O Globo circulated claiming that a coronavirus patient in the US bit his doctor on the jugular.,Nicola,-
15,https://colombiacheck.com/chequeos/no-ha-habido-10000-muertes-por-coronavirus-en-wuhan,,,,,0,https://www.facebook.com/vickyvbuendia/posts/10159135971332506,,,,No ha habido 10.000 muertes por coronavirus en Wuhan,30-Jan-20,4-Jun-20,Colombia,,Spanish,,COVID-19 status of individuals,,,"As of the end of January there were 10,000 coronavirus deaths in Wuhan",0,Fear,Spread fear of coronavirus,Individual actor,Facebook profile Victoria VB,Facebook,False reporting,"Coronavirus, Colombia, China, Wuhan, 10,000, dead, WHO","Fake claim was shared on Facebook (supported by a misleading video which had already been fact-checked) about Wuhan having experienced 10,000 coronavirus deaths by the end of January.",Nicola,-
16,https://www.animalpolitico.com/elsabueso/mms-clorito-sodio-no-cura-coronavirus-peligroso/,,https://www.animalpolitico.com/elsabueso/mms-clorito-sodio-no-cura-coronavirus-peligroso/,,,0,,,,,El clorito de sodio no cura el coronavirus y es peligroso para la salud,18-Mar-20,4-Jun-20,Mexico,,Spanish,,False cures and preventative measures,,,Chlorine dioxide cures coronavirus,1,Other,Spread fake claim about a cure,Individual actor,General public,"Facebook, Twitter, WhatsApp",Fake remedy,"Coronavirus, chlorine dioxide, MMS, cure, vaccine",Fake claim circulated about chlorine dioxide being an effective cure for coronavirus.,Nicola,-
17,https://maldita.es/malditobulo/2020/03/12/no-no-hay-pruebas-de-que-bill-gates-sea-el-propietario-de-la-patente-del-brote-del-nuevo-coronavirus-iniciado-en-china/,,https://maldita.es/malditobulo/2020/03/12/no-no-hay-pruebas-de-que-bill-gates-sea-el-propietario-de-la-patente-del-brote-del-nuevo-coronavirus-iniciado-en-china/,,,0,,,,,"No, no hay pruebas de que Bill Gates sea el propietario de la patente del brote del nuevo coronavirus iniciado en China",12-Mar-20,4-Jun-20,Spain,,Spanish,,Weaponization or design,,,Bill Gates owns the patent of COVID-19,1,Politics,Discredit Bill Gates,Individual actor,General public,WhatsApp,Conspiracy,"Coronavirus, Bill Gates, patent, Event 201, Pirbright Institute",Fake claim circulated about Bill Gates owning the patent of the coronavirus strand causing the ongoing pandemic,Nicola,-
18,https://maldita.es/malditobulo/2020/01/29/no-este-video-de-un-mercado-no-esta-grabado-en-wuhan-china-ni-es-el-escenario-donde-se-ha-propagado-el-coronavirus-el-video-esta-grabado-en-indonesia-y-es-de-julio-de-2019/,,https://maldita.es/malditobulo/2020/01/29/no-este-video-de-un-mercado-no-esta-grabado-en-wuhan-china-ni-es-el-escenario-donde-se-ha-propagado-el-coronavirus-el-video-esta-grabado-en-indonesia-y-es-de-julio-de-2019/,,,0,,,,,"No, este vídeo de un mercado no está grabado en Wuhan (China) ni es el escenario donde se ha ""propagado el coronavirus"": el vídeo está grabado en Indonesia y es de julio de 2019",29-Jan-20,4-Jun-20,Spain,,Spanish,,Origin of the virus,,,Video shows Chinese market where the virus started,0,Undermine target country institutions ,Discredit China,Individual actor,General public,Facebook,False reporting,"Coronavirus, China, Indonesia, market, bats, rats, start, Hunan",Fake video (really taken in Indonesia) circulated alongside the claim it shows the Chinese market where the virus first started propagating from.,Nicola,-
19,https://maldita.es/malditobulo/2020/01/29/no-la-oms-no-ha-pedido-evitar-tener-sexo-sin-proteccion-con-animales-para-evitar-el-contagio-de-coronavirus-es-una-imagen-manipulada/,,https://maldita.es/malditobulo/2020/01/29/no-la-oms-no-ha-pedido-evitar-tener-sexo-sin-proteccion-con-animales-para-evitar-el-contagio-de-coronavirus-es-una-imagen-manipulada/,,,0,,,,,"No, la OMS no ha pedido evitar tener ""sexo sin protección con animales"" para evitar el contagio de coronavirus: es una imagen manipulada",29-Jan-20,5-Jun-20,Spain,,Spanish,English,False cures and preventative measures,,,The WHO recommends not having sex with live animals in order to prevent infection,0,Other,Spread a funny story,Individual actor,General public,Facebook,False reporting,"Coronavirus, WHO, sex, animals, live, infection",Fake WHO infographic circulated containing the recommendation not to have sex with live animals in order to avoid coronavirus infection.,Nicola,-
20,http://www.ecuadorchequea.com/falseta-paciente-sospechoso-de-coronavirus-murio-el-martes-28-de-enero/,,http://www.ecuadorchequea.com/falseta-paciente-sospechoso-de-coronavirus-murio-el-martes-28-de-enero/,,,0,,,,,FALSETA: Paciente sospechoso de coronavirus murió el martes 28 de enero,29-Jan-20,5-Jun-20,Ecuador,,Spanish,,Other,,,The first coronavirus patient in Ecuador died,0,Fear,Spread fear of coronavirus' consequences,Individual actor,Facebook page Mira La Plena,Facebook,False reporting,"Coronavirus, first, patient, Ecuador, die, death, January 28",Fake claim circulated about the first coronavirus coronavirus patient (which hadn't even been confirmed) having died on January 28.,Nicola,-
21,http://www.ecuadorchequea.com/falseta-paciente-sospechoso-de-coronavirus-murio-el-martes-28-de-enero/,,https://www.facebook.com/EcuadorChequea/photos/pcb.2861256517305027/2861256437305035/,,,0,,,,,"#NoComasCuento: este contenido no fue publicado por @elcomerciocom. La noche de este martes 29 de enero la ministra de @Salud_Ec, @CataAndramuno, reiteró que aún no cuenta con los resultados para confirmar la presencia de #coronavirusec en Ecuador.",29-Jan-20,5-Jun-20,Ecuador,,Spanish,,Other,,,The Ecuadorian health minister fired the doctor who attended the first coronavirus patient in the country,0,Other,Spread fake calim about coronavirus handling of Ecuadorian authorities,Individual actor,Facebook page Mira La Plena,Facebook,False reporting,"Coronavirus, health, minister, doctor, attend, fired, disagreement, Ecuador",Fake claim was spread about the Ecuadorian health minister allegedly firing the doctor who had in charge the (not yet confirmed) first coronavirus case in the country due to disagreements.,Nicola,-
22,https://maldita.es/malditobulo/2020/01/29/no-el-ministerio-de-sanidad-espanol-no-ha-emitido-ninguna-notificacion-de-emergencia-sobre-que-el-brote-de-coronavirus-es-muy-grave-y-mortal/,,http://www.ecuadorchequea.com/falseta-paciente-sospechoso-de-coronavirus-murio-el-martes-28-de-enero/,,,0,,,,,"No, el Ministerio de Sanidad español no ha emitido ninguna ""notificación de emergencia"" sobre que ""el brote"" de coronavirus es ""muy grave y mortal"", a fecha de 29 de enero de 2020",29-Jan-20,5-Jun-20,Spain,,Spanish,,False cures and preventative measures,,,The Spanish government circulated an advisory saying the virus is very serious and a list of (inaccurate) preventative measures,1,Fear,Spread fear of coronavirus contagion,Individual actor,General public,WhatsApp,False reporting,"Coronavirus, Spain, government, advisory, drink, throat, dry, Vitamin C, fried, food, serious, ministry, health","Fake advisory from the Spanish ministry of health circulated claiming that coronavirus was being labeled as very serious and listing some (fake) preventative measures (Vitamin C, water, avoid fried and spicy food).",Nicola,-
23,https://piaui.folha.uol.com.br/lupa/2020/04/08/verificamos-latam-empresa-resident-evil-coronavirus/,,https://piaui.folha.uol.com.br/lupa/2020/04/08/verificamos-latam-empresa-resident-evil-coronavirus/,,,0,,,,,#Verificamos: Empresa china con logo ‘inspirado’ en el juego Resident Evil no tiene relación con el coronavirus,29-Jan-20,6-Jun-20,Brazil,,Portuguese,,Weaponization or design,,,The virus was weaponized by a company with the same logo as that of the Umbrella Coroporation from videogame Resident Evil,0,Other,Spread conspiracy story on the origin of coronavirus,Individual actor,Unavailable Facebook profile,WhatsApp,Conspiracy,"Coronavirus, Umbrella Corporation, Racoon, Resident Evil, Brazil",Fake story circulated in Brazil that the virus was weaponized by a company with the same logo as that of the Umbrella Coroporation from videogame Resident Evil.,Nicola,-
24,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-site-distorce-entrevista-para-sugerir-possibilidade-de-criacao-de-arma-biologica/#Versao_em_espanhol,,https://politica.estadao.com.br/blogs/estadao-verifica/coronavirus-site-distorce-entrevista-para-sugerir-possibilidade-de-criacao-de-arma-biologica/#Versao_em_espanhol,,,0,,,,,Coronavírus: site distorce entrevista para sugerir posibilidade de criação de arma biológica,30-Jan-20,28-Jun-20,Brazil,,Portuguese,,Weaponization or design,,,Virus was designed in a Chinese lab and weaponized,0,Other,Spread conspiracy story on the origin of coronavirus,Media,Washington Times,Social media,Conspiracy,"Coronavirus, Laboratory, China, biological weapon",Misrepresentation of an interview saying that the interviewee said that the coronavirus was created in a Chinese lab however they did not say this.,Nikolas,-
25,https://colombiacheck.com/chequeos/el-coronavirus-no-ha-llegado-cucuta,,https://colombiacheck.com/chequeos/el-coronavirus-no-ha-llegado-cucuta,,,1,https://twitter.com/myriam_charry/status/1223024299486916608,https://www.facebook.com/permalink.php?story_fbid=3413459132002790,https://twitter.com/enid_romanat/status/1223303913396494340,,El coronavirus no ha llegado a Cúcuta,31-Jan-20,6-Jun-20,Colombia,,Spanish,,COVID-19 status of individuals,,,"Coronavirus got to Cúcuta, Colombia",0,Help,Inform other users (the article was misanderstood),Individual actor,"Twitter accounts @myriam_charry, @oscarnicolasupm, @enid_romanat, Facebook account Enfoque 365 - Cúcuta","Twitter, Facebook",False reporting,"Coronavirus, Colombia, Cúcuta, Luis Guillermo Vélez, La República, cases","Fake story circulated about coronavirus cases having been detectd in Cúcuta, Colombia as of January 29, 2020. The story originated from the satirical article written by Luis Guillermo Vélez, which was misunderstood due to its ambiguity.",Nicola,-
26,https://maldita.es/malditaciencia/2020/03/01/cuerpo-alcalino-no-previene-coronavirus-tec-monterrey/,,https://maldita.es/malditaciencia/2020/03/01/cuerpo-alcalino-no-previene-coronavirus-tec-monterrey/,,,0,,,,,"No, ni una dieta alcalina previene el coronavirus ni lo ha dicho el TEC de Monterrey",1-Mar-20,7-Jun-20,Mexico,,Spanish,,False cures and preventative measures,,,A message saying that following an alkaline diet is good to prevent the virus,1,Help,Infom other users that some experts have found out that an alkaline diet is a good measure to prevent the virus,Individual actor,General public,WhatsApp,Fake remedy,"Coronavirus, dieta, alcalina","A message was spread on WhatsApp saying that some experts in Monterrey, Mexico, have found out that following an alkaline diet is a good measure to prevent the virus",Luca,-
27,https://www.facebook.com/EcuadorChequea/photos/a.1369541423143218/2923086937788651/,,https://www.facebook.com/EcuadorChequea/photos/a.1369541423143218/2923086937788651/,,,0,,,,,#CoronavirusEnEcuador,1-Mar-20,7-Jun-20,Ecuador,,Spanish,,Emergency responses,,,A photo with a message saying that classes in the area of Sierra and Amazonia are suspended due to the discovery of the first case of coronavirus ,0,Fear,"Spread a message to spark fear by saying that after the first detected case, schools are going to be closed",Individual actor,General public,Facebook,False reporting,"Coronavirus, Sierra y Amazonìa, educaciòn","A photo was spread with a message saying that after the first case of Covid-19 detected in the area, classes will be suspended in the area of Sierra y Amazonìa. However, this was debunked by the page Ecuador Chequea",Luca,-
28,https://www.facebook.com/EcuadorChequea/photos/a.1369541423143218/2923279141102764/,,https://www.facebook.com/EcuadorChequea/photos/a.1369541423143218/2923279141102764/,,,0,,,,,-,1-Mar-20,7-Jun-20,Ecuador,,Spanish,,COVID-19 status of individuals,,,A message saying that the Ministry of Health confirmed that the second case of coronavirus in Ecuador was detected in the city of Latacunga,0,Fear,"Effort to spark fear among people by claiming that after the first case, the second case of Covid-19 had just been detected",Media,El Comercio,Facebook,False reporting,"Coronavirus, segundo caso, Ministra de Salud","A message was spread by the media outlet El Comercio saying that the Ministry of Health confirmed that the second case of coronavirus was detected in Ecuador in the city of Latacunga. However, it was later confirmed by the health authorities that only one case had been detected",Luca,-
29,https://maldita.es/malditobulo/2020/02/03/no-no-hay-pruebas-de-que-este-video-sea-de-un-medico-desmayandose-mientras-opera-al-coronavirus/,,https://maldita.es/malditobulo/2020/02/03/no-no-hay-pruebas-de-que-este-video-sea-de-un-medico-desmayandose-mientras-opera-al-coronavirus/,,,0,,,,,"No, no hay pruebas de que este vídeo sea de un médico desmayándose ""mientras opera al coronavirus""",2-Mar-20,7-Jun-20,Ambiguous,,Spanish,,Nature of the virus,,,A video was shared showing a doctor curing a Covid-19 patient who passed out immediately since the patient immediately transmitted the virus to the doctor,0,Fear,Effort to spark fear saying that the virus is transmitted instantaneously from patients to doctors,Individual actor,General public,Social media,False reporting,"Coronavirus, transmisiòn, inmediata","A video was spread showing a doctor treating a Covid-19 patient and passing out immediately since the virus is transmitted immediately from patients to the doctor. However, there is no evidence this is true. ",Luca,-
30,https://www.facebook.com/EcuadorChequea/photos/a.1240231929407502/2925202280910450/,,https://www.facebook.com/EcuadorChequea/photos/a.1240231929407502/2925202280910450/?type=3&theater,,,0,,,,,#NoComasCuento,2-Mar-20,7-Jun-20,Ecuador,,Spanish,,COVID-19 status of individuals,,,A message was spread saying that new case of coronavirus in the province of Santa Elena was detected,0,Fear,Effort to spread fear by saying that a new case of Covid-19 was found in a new city,Individual actor,General public,Facebook,False reporting,"Coronavirus, nuevo caso, Santa Elena","A message was spread saying that a new patient was found in the province of Santa Elena, in Ecuador. However, it was not confirmed by the health authorities",Luca,-
31,https://maldita.es/malditobulo/2020/01/31/no-no-hay-pruebas-de-que-haya-mas-de-1-500-muertos-por-el-coronavirus-iniciado-en-wuhan-china-a-fecha-de-31-de-enero-de-2020/,,https://maldita.es/malditobulo/2020/01/31/no-no-hay-pruebas-de-que-haya-mas-de-1-500-muertos-por-el-coronavirus-iniciado-en-wuhan-china-a-fecha-de-31-de-enero-de-2020/,,,0,,,,,"No, no hay pruebas de que haya ""más de 1.500 muertos"" por el coronavirus iniciado en Wuhan (China), a fecha de 31 de enero de 2020",31-Jan-20,8-Jun-20,Spain,,Spanish,,Other,,,"More than 1,500 deaths due to coronavirus in China as of January 31, 2020",1,Fear,Spread fear of lethal potential of coronavirus,Individual actor,General public,WhatsApp,Conspiracy,"Coronavirus, Barajas, Shanghai, 1,500,  deaths, China","Chain message circulated on WhatsApp about a man returning from Shanghai to Spain having revealed that, as of January 31, 2020, there had been more than 1,500 deaths due to coronavirus in China.",Nicola,-
32,https://efectococuyo.com/cocuyo-chequea/es-falsa-cadena-departamento-salud-canada-coronavirus/,,https://efectococuyo.com/cocuyo-chequea/es-falsa-cadena-departamento-salud-canada-coronavirus/,,,0,,,,,Es falsa la cadena del Departamento de Salud de Canadá sobre cómo prevenir el coronavirus,31-Jan-20,8-Jun-20,"Venezuela, Bolivarian Republic of",,Spanish,,False cures and preventative measures,,,Canadian Health Department recommends keeping one's throat moist,1,Other,Spread fake preventative measure,Individual actor,General public,WhatsApp,Fake remedy,"Coronavirus, Canada, Health, Department, throat, moist, 10 minutes",Chain message circulated in Venezuela claiming that Canada's Health Department has recommended keeping one's throat moist to avoid infecton by coronavirus.,Nicola,-
33,https://piaui.folha.uol.com.br/lupa/2020/03/30/verificamos-latam-anis-coronavirus/,,https://piaui.folha.uol.com.br/lupa/wp-content/uploads/2020/01/printcoronaviruservadoce.png,,,0,,,,,#Verificamos: Es falso que el té de anís puede usarse como tratamiento contra el nuevo coronavirus,1-Feb-20,8-Jun-20,Brazil,,Portuguese,,False cures and preventative measures,,,Anise infusion is an effective treatment against coronavirus,0,Other,Spread fake news on treatment,Individual actor,Unavailable Facebook profile,Facebook,Fake remedy,"Coronavirus, Brazil, infusion, tea, anise, treatment, Tamiflu","Claim circulated that anise infusion can be an effective treatment against coronavirus, as it is made of the same substance as anti-fever drug Tamiflu.",Nicola,-
34,https://efectococuyo.com/cocuyo-chequea/coronavirus-cientificas-italianas/,,https://efectococuyo.com/cocuyo-chequea/coronavirus-cientificas-italianas/,,,0,,,,,Científicas italianas no fueron las primeras en aislar el coronavirus en Europa #Datoscoronavirus,3-Feb-20,9-Jun-20,Ambiguous,,Spanish,,Other,,,Two Italian scientists were the first ones to sequence the genome of covid-19 ,1,Other,Mistake,Individual actor,General public,Generic social media,False reporting,"Coronavirus, Concetta, Francesca, sequence, genome, first, Italian, scientists",Claim circulated about two Italian scientists (Concetta Castilletti and Francesca Colavita) having been the first ones to sequence the genome of covid-19.,Nicola,-
35,https://maldita.es/malditobulo/2020/03/02/ministerio-sanidad-cadena-whatsapp-recomendaciones-coronavirus-mascarilla/,,https://maldita.es/malditobulo/2020/03/02/ministerio-sanidad-cadena-whatsapp-recomendaciones-coronavirus-mascarilla/,,,0,,,,,"No, el Ministerio de Sanidad no ha enviado una cadena de WhatsApp con recomendaciones contra el coronavirus que pide protegerse con mascarilla",2-Mar-20,9-Jun-20,Spain,,Spanish,,Emergency responses,,,"A message by the Ministry of Health was spread on WhatsApp listing some good measures to prevent the virus, such as avoiding mass gatherings",1,Help,Effort to help friends and family members by telling them emergency measures outlined by the Ministry of Health,Individual actor,General public,WhatsApp,False reporting,"Coronavirus, Ministerio de Sanidad, salvar vidas","A message was spread on WhatsApp saying it was by the Ministry of Health and giving some advice on how to prevent the virus, such as avoiding mass gatherings. However, the Ministry of Health did not send any WhatsApp message",Luca,-
